#;approach;queueing delay;slice
2722;Gómez et al.;null;BE 1
2723;Gómez et al.;null;BE 1
2724;Gómez et al.;null;BE 1
2725;Gómez et al.;null;BE 1
2726;Gómez et al.;null;BE 1
2727;Gómez et al.;null;BE 1
2728;Gómez et al.;null;BE 1
2729;Gómez et al.;null;BE 1
2730;Gómez et al.;null;BE 1
2731;Gómez et al.;51.677;BE 1
2732;Gómez et al.;855.617;BE 1
2733;Gómez et al.;1608.0349999999999;BE 1
2734;Gómez et al.;2559.839;BE 1
2735;Gómez et al.;3642.7799999999997;BE 1
2736;Gómez et al.;2741.7219999999998;BE 1
2737;Gómez et al.;1615.76;BE 1
2738;Gómez et al.;1540.8980000000001;BE 1
2739;Gómez et al.;1467.621;BE 1
2740;Gómez et al.;1514.512;BE 1
2741;Gómez et al.;1523.313;BE 1
2742;Gómez et al.;1573.435;BE 1
2743;Gómez et al.;1470.897;BE 1
2744;Gómez et al.;1766.222;BE 1
2745;Gómez et al.;2276.598;BE 1
2746;Gómez et al.;2962.407;BE 1
2747;Gómez et al.;null;BE 1
2748;Gómez et al.;null;BE 1
2749;Gómez et al.;null;BE 1
2750;Gómez et al.;null;BE 1
2751;Gómez et al.;null;BE 1
2752;Gómez et al.;null;BE 1
2753;Gómez et al.;null;BE 1
2754;Gómez et al.;null;BE 1
2755;Gómez et al.;null;BE 1
2756;Gómez et al.;null;BE 1
2757;Gómez et al.;null;BE 1
2758;Gómez et al.;null;BE 1
2759;Gómez et al.;null;BE 1
2760;Gómez et al.;null;BE 1
2761;Gómez et al.;null;BE 1
2762;Gómez et al.;null;BE 1
2763;Gómez et al.;null;BE 1
2764;Gómez et al.;null;BE 1
2765;Gómez et al.;null;BE 1
2766;Gómez et al.;null;BE 1
2767;Gómez et al.;null;BE 1
2768;Gómez et al.;null;BE 1
2769;Gómez et al.;null;BE 1
2770;Gómez et al.;null;BE 1
2771;Gómez et al.;null;BE 1
2772;Gómez et al.;null;BE 1
2773;Gómez et al.;null;BE 1
2774;Gómez et al.;null;BE 1
2775;Gómez et al.;null;BE 1
2776;Gómez et al.;null;BE 1
2777;Gómez et al.;null;BE 1
2778;Gómez et al.;null;BE 1
2779;Gómez et al.;null;BE 1
2780;Gómez et al.;null;BE 1
2781;Gómez et al.;null;BE 1
2782;Gómez et al.;null;BE 1
2783;Gómez et al.;null;BE 1
2784;Gómez et al.;null;BE 1
2785;Gómez et al.;null;BE 1
2786;Gómez et al.;null;BE 1
2787;Gómez et al.;null;BE 1
2788;Gómez et al.;null;BE 1
2789;Gómez et al.;null;BE 1
2790;Gómez et al.;null;BE 1
2791;Gómez et al.;null;BE 1
2792;Gómez et al.;null;BE 1
2793;Gómez et al.;null;BE 1
2794;Gómez et al.;null;BE 1
2795;Gómez et al.;null;BE 1
2796;Gómez et al.;null;BE 1
2797;Gómez et al.;null;BE 1
2798;Gómez et al.;null;BE 1
2799;Gómez et al.;null;BE 1
2800;Gómez et al.;null;BE 1
2801;Gómez et al.;null;BE 1
2802;Gómez et al.;null;BE 1
2803;Gómez et al.;null;BE 1
2804;Gómez et al.;null;BE 1
2805;Gómez et al.;null;BE 1
2806;Gómez et al.;null;BE 1
2807;Gómez et al.;null;BE 1
2808;Gómez et al.;null;BE 1
2809;Gómez et al.;null;BE 1
2810;Gómez et al.;null;BE 1
2811;Gómez et al.;null;BE 1
2812;Gómez et al.;null;BE 1
2813;Gómez et al.;null;BE 1
2814;Gómez et al.;null;BE 1
2815;Gómez et al.;null;BE 1
2816;Gómez et al.;null;BE 1
2817;Gómez et al.;null;BE 1
2818;Gómez et al.;null;BE 1
2819;Gómez et al.;null;BE 1
2820;Gómez et al.;null;BE 1
2821;Gómez et al.;null;BE 1
2822;Gómez et al.;null;BE 1
2823;Gómez et al.;null;BE 1
2824;Gómez et al.;null;BE 1
2825;Gómez et al.;null;BE 1
2826;Gómez et al.;null;BE 1
2827;Gómez et al.;null;BE 1
2828;Gómez et al.;null;BE 1
2829;Gómez et al.;null;BE 1
2830;Gómez et al.;null;BE 1
2831;Gómez et al.;null;BE 1
2832;Gómez et al.;null;BE 1
2833;Gómez et al.;null;BE 1
2834;Gómez et al.;null;BE 1
2835;Gómez et al.;null;BE 1
2836;Gómez et al.;null;BE 1
2837;Gómez et al.;null;BE 1
2838;Gómez et al.;null;BE 1
2839;Gómez et al.;null;BE 1
2840;Gómez et al.;null;BE 1
2841;Gómez et al.;null;BE 1
2842;Gómez et al.;null;BE 1
2843;Gómez et al.;null;BE 1
2844;Gómez et al.;null;BE 1
2845;Gómez et al.;null;BE 1
2846;Gómez et al.;null;BE 1
2847;Gómez et al.;null;BE 1
2848;Gómez et al.;null;BE 1
2849;Gómez et al.;null;BE 1
2850;Gómez et al.;null;BE 1
2851;Gómez et al.;54.83;BE 1
2852;Gómez et al.;1436.953;BE 1
2853;Gómez et al.;2232.941;BE 1
2854;Gómez et al.;3155.187;BE 1
2855;Gómez et al.;4154.8369999999995;BE 1
2856;Gómez et al.;4707.419;BE 1
2857;Gómez et al.;3132.049;BE 1
2858;Gómez et al.;2000.896;BE 1
2859;Gómez et al.;1902.143;BE 1
2860;Gómez et al.;2044.907;BE 1
2861;Gómez et al.;2124.702;BE 1
2862;Gómez et al.;2022.616;BE 1
2863;Gómez et al.;1967.7910000000002;BE 1
2864;Gómez et al.;2322.46;BE 1
2865;Gómez et al.;2923.395;BE 1
2866;Gómez et al.;3528.303;BE 1
2867;Gómez et al.;null;BE 1
2868;Gómez et al.;null;BE 1
2869;Gómez et al.;null;BE 1
2870;Gómez et al.;null;BE 1
2871;Gómez et al.;null;BE 1
2872;Gómez et al.;null;BE 1
2873;Gómez et al.;null;BE 1
2874;Gómez et al.;null;BE 1
2875;Gómez et al.;null;BE 1
2876;Gómez et al.;null;BE 1
2877;Gómez et al.;null;BE 1
2878;Gómez et al.;null;BE 1
2879;Gómez et al.;null;BE 1
2880;Gómez et al.;null;BE 1
2881;Gómez et al.;null;BE 1
2882;Gómez et al.;null;BE 1
2883;Gómez et al.;null;BE 1
2884;Gómez et al.;null;BE 1
2885;Gómez et al.;null;BE 1
2886;Gómez et al.;null;BE 1
2887;Gómez et al.;null;BE 1
2888;Gómez et al.;null;BE 1
2889;Gómez et al.;null;BE 1
2890;Gómez et al.;null;BE 1
2891;Gómez et al.;null;BE 1
2892;Gómez et al.;null;BE 1
2893;Gómez et al.;null;BE 1
2894;Gómez et al.;null;BE 1
2895;Gómez et al.;null;BE 1
2896;Gómez et al.;null;BE 1
2897;Gómez et al.;null;BE 1
2898;Gómez et al.;null;BE 1
2899;Gómez et al.;null;BE 1
2900;Gómez et al.;null;BE 1
2901;Gómez et al.;null;BE 1
2902;Gómez et al.;null;BE 1
2903;Gómez et al.;null;BE 1
2904;Gómez et al.;null;BE 1
2905;Gómez et al.;null;BE 1
2906;Gómez et al.;null;BE 1
2907;Gómez et al.;null;BE 1
2908;Gómez et al.;null;BE 1
2909;Gómez et al.;null;BE 1
2910;Gómez et al.;null;BE 1
2911;Gómez et al.;null;BE 1
2912;Gómez et al.;null;BE 1
2913;Gómez et al.;null;BE 1
2914;Gómez et al.;null;BE 1
2915;Gómez et al.;null;BE 1
2916;Gómez et al.;null;BE 1
2917;Gómez et al.;null;BE 1
2918;Gómez et al.;null;BE 1
2919;Gómez et al.;null;BE 1
2920;Gómez et al.;null;BE 1
2921;Gómez et al.;null;BE 1
2922;Gómez et al.;null;BE 1
2923;Gómez et al.;null;BE 1
2924;Gómez et al.;null;BE 1
2925;Gómez et al.;null;BE 1
2926;Gómez et al.;null;BE 1
2927;Gómez et al.;58079.161;BE 1
2928;Gómez et al.;58839.58;BE 1
2929;Gómez et al.;58839.58;BE 1
2930;Gómez et al.;null;BE 1
2931;Gómez et al.;61646.169;BE 1
2932;Gómez et al.;35295.826;BE 1
2933;Gómez et al.;2594.7039999999997;BE 1
2934;Gómez et al.;2797.786;BE 1
2935;Gómez et al.;1165.677;BE 1
2936;Gómez et al.;1053.337;BE 1
2937;Gómez et al.;1122.718;BE 1
2938;Gómez et al.;1076.675;BE 1
2939;Gómez et al.;null;BE 1
2940;Gómez et al.;1029.84;BE 1
2941;Gómez et al.;1043.459;BE 1
2942;Gómez et al.;1126.781;BE 1
2943;Gómez et al.;1167.166;BE 1
2944;Gómez et al.;1174.187;BE 1
2945;Gómez et al.;1146.72;BE 1
2946;Gómez et al.;1131.885;BE 1
2947;Gómez et al.;null;BE 1
2948;Gómez et al.;null;BE 1
2949;Gómez et al.;null;BE 1
2950;Gómez et al.;null;BE 1
2951;Gómez et al.;null;BE 1
2952;Gómez et al.;null;BE 1
2953;Gómez et al.;null;BE 1
2954;Gómez et al.;null;BE 1
2955;Gómez et al.;null;BE 1
2956;Gómez et al.;null;BE 1
2957;Gómez et al.;null;BE 1
2958;Gómez et al.;null;BE 1
2959;Gómez et al.;null;BE 1
2960;Gómez et al.;null;BE 1
2961;Gómez et al.;null;BE 1
2962;Gómez et al.;null;BE 1
2963;Gómez et al.;null;BE 1
2964;Gómez et al.;null;BE 1
2965;Gómez et al.;null;BE 1
2966;Gómez et al.;null;BE 1
2967;Gómez et al.;null;BE 1
2968;Gómez et al.;null;BE 1
2969;Gómez et al.;null;BE 1
2970;Gómez et al.;null;BE 1
2971;Gómez et al.;null;BE 1
2972;Gómez et al.;null;BE 1
2973;Gómez et al.;null;BE 1
2974;Gómez et al.;null;BE 1
2975;Gómez et al.;null;BE 1
2976;Gómez et al.;null;BE 1
2977;Gómez et al.;null;BE 1
2978;Gómez et al.;null;BE 1
2979;Gómez et al.;null;BE 1
2980;Gómez et al.;null;BE 1
2981;Gómez et al.;null;BE 1
2982;Gómez et al.;null;BE 1
2983;Gómez et al.;null;BE 1
2984;Gómez et al.;null;BE 1
2985;Gómez et al.;null;BE 1
2986;Gómez et al.;null;BE 1
2987;Gómez et al.;null;BE 1
2988;Gómez et al.;null;BE 1
2989;Gómez et al.;null;BE 1
2990;Gómez et al.;null;BE 1
2991;Gómez et al.;null;BE 1
2992;Gómez et al.;null;BE 1
2993;Gómez et al.;null;BE 1
2994;Gómez et al.;null;BE 1
2995;Gómez et al.;null;BE 1
2996;Gómez et al.;null;BE 1
2997;Gómez et al.;null;BE 1
2998;Gómez et al.;null;BE 1
2999;Gómez et al.;null;BE 1
3000;Gómez et al.;null;BE 1
3001;Gómez et al.;null;BE 1
3002;Gómez et al.;null;BE 1
3003;Gómez et al.;null;BE 1
3004;Gómez et al.;null;BE 1
3005;Gómez et al.;null;BE 1
3006;Gómez et al.;null;BE 1
3007;Gómez et al.;null;BE 1
3008;Gómez et al.;null;BE 1
3009;Gómez et al.;null;BE 1
3010;Gómez et al.;null;BE 1
3011;Gómez et al.;null;BE 1
3012;Gómez et al.;null;BE 1
3013;Gómez et al.;null;BE 1
3014;Gómez et al.;null;BE 1
3015;Gómez et al.;null;BE 1
3016;Gómez et al.;null;BE 1
3017;Gómez et al.;null;BE 1
3018;Gómez et al.;null;BE 1
3019;Gómez et al.;null;BE 1
3020;Gómez et al.;null;BE 1
3021;Gómez et al.;null;BE 1
3022;Gómez et al.;null;BE 1
3023;Gómez et al.;null;BE 1
3024;Gómez et al.;null;BE 1
3025;Gómez et al.;null;BE 1
3026;Gómez et al.;null;BE 1
3027;Gómez et al.;null;BE 1
3028;Gómez et al.;null;BE 1
3029;Gómez et al.;null;BE 1
3030;Gómez et al.;null;BE 1
3031;Gómez et al.;null;BE 1
3032;Gómez et al.;null;BE 1
3033;Gómez et al.;null;BE 1
3034;Gómez et al.;null;BE 1
3035;Gómez et al.;null;BE 1
3036;Gómez et al.;null;BE 1
3037;Gómez et al.;null;BE 1
3038;Gómez et al.;null;BE 1
3039;Gómez et al.;null;BE 1
3040;Gómez et al.;null;BE 1
3041;Gómez et al.;null;BE 1
3042;Gómez et al.;null;BE 1
3043;Gómez et al.;null;BE 1
3044;Gómez et al.;null;BE 1
3045;Gómez et al.;null;BE 1
3046;Gómez et al.;null;BE 1
3047;Gómez et al.;null;BE 1
3048;Gómez et al.;null;BE 1
3049;Gómez et al.;null;BE 1
3050;Gómez et al.;null;BE 1
3051;Gómez et al.;null;BE 1
3052;Gómez et al.;null;BE 1
3053;Gómez et al.;null;BE 1
3054;Gómez et al.;null;BE 1
3055;Gómez et al.;null;BE 1
3056;Gómez et al.;null;BE 1
3057;Gómez et al.;null;BE 1
3058;Gómez et al.;null;BE 1
3059;Gómez et al.;null;BE 1
3060;Gómez et al.;null;BE 1
3061;Gómez et al.;null;BE 1
3062;Gómez et al.;null;BE 1
3063;Gómez et al.;null;BE 1
3064;Gómez et al.;null;BE 1
3065;Gómez et al.;null;BE 1
3066;Gómez et al.;null;BE 1
3067;Gómez et al.;null;BE 1
3068;Gómez et al.;null;BE 1
3069;Gómez et al.;null;BE 1
3070;Gómez et al.;null;BE 1
3071;Gómez et al.;null;BE 1
3072;Gómez et al.;301.206;BE 1
3073;Gómez et al.;1131.909;BE 1
3074;Gómez et al.;2068.127;BE 1
3075;Gómez et al.;3104.779;BE 1
3076;Gómez et al.;4324.458;BE 1
3077;Gómez et al.;5064.454;BE 1
3078;Gómez et al.;1631.144;BE 1
3079;Gómez et al.;1378.446;BE 1
3080;Gómez et al.;1324.436;BE 1
3081;Gómez et al.;1493.548;BE 1
3082;Gómez et al.;1979.911;BE 1
3083;Gómez et al.;2474.848;BE 1
3084;Gómez et al.;2826.374;BE 1
3085;Gómez et al.;2548.651;BE 1
3086;Gómez et al.;1544.483;BE 1
3087;Gómez et al.;1361.468;BE 1
3088;Gómez et al.;1314.539;BE 1
3089;Gómez et al.;1257.76;BE 1
3090;Gómez et al.;1226.494;BE 1
3091;Gómez et al.;1368.463;BE 1
3092;Gómez et al.;2709.378;BE 1
3093;Gómez et al.;3617.029;BE 1
3094;Gómez et al.;4646.715;BE 1
3095;Gómez et al.;5592.225;BE 1
3096;Gómez et al.;6605.902;BE 1
3097;Gómez et al.;7543.011;BE 1
3098;Gómez et al.;8512.144;BE 1
3099;Gómez et al.;9505.927;BE 1
3100;Gómez et al.;10502.954;BE 1
3101;Gómez et al.;11522.107;BE 1
3102;Gómez et al.;12470.492;BE 1
3103;Gómez et al.;13378.877;BE 1
3104;Gómez et al.;14387.314;BE 1
3105;Gómez et al.;15411.846;BE 1
3106;Gómez et al.;16342.321;BE 1
3107;Gómez et al.;17373.36;BE 1
3108;Gómez et al.;18352.562;BE 1
3109;Gómez et al.;19057.514;BE 1
3110;Gómez et al.;20092.282;BE 1
3111;Gómez et al.;20812.452;BE 1
3112;Gómez et al.;22352.037;BE 1
3113;Gómez et al.;23097.831;BE 1
3114;Gómez et al.;24035.69;BE 1
3115;Gómez et al.;24978.368;BE 1
3116;Gómez et al.;25930.894;BE 1
3117;Gómez et al.;26849.879;BE 1
3118;Gómez et al.;27746.982;BE 1
3119;Gómez et al.;28719.572;BE 1
3120;Gómez et al.;29664.287;BE 1
3121;Gómez et al.;30587.947;BE 1
3122;Gómez et al.;31531.294;BE 1
3123;Gómez et al.;31531.294;BE 1
3124;Gómez et al.;null;BE 1
3125;Gómez et al.;null;BE 1
3126;Gómez et al.;null;BE 1
3127;Gómez et al.;null;BE 1
3128;Gómez et al.;null;BE 1
3129;Gómez et al.;null;BE 1
3130;Gómez et al.;null;BE 1
3131;Gómez et al.;null;BE 1
3132;Gómez et al.;null;BE 1
3133;Gómez et al.;null;BE 1
3134;Gómez et al.;null;BE 1
3135;Gómez et al.;null;BE 1
3136;Gómez et al.;null;BE 1
3137;Gómez et al.;null;BE 1
3138;Gómez et al.;null;BE 1
3139;Gómez et al.;null;BE 1
3140;Gómez et al.;null;BE 1
3141;Gómez et al.;null;BE 1
3142;Gómez et al.;null;BE 1
3143;Gómez et al.;null;BE 1
3144;Gómez et al.;null;BE 1
3145;Gómez et al.;null;BE 1
3146;Gómez et al.;null;BE 1
3147;Gómez et al.;null;BE 1
3148;Gómez et al.;null;BE 1
3149;Gómez et al.;null;BE 1
3150;Gómez et al.;null;BE 1
3151;Gómez et al.;null;BE 1
3152;Gómez et al.;null;BE 1
3153;Gómez et al.;null;BE 1
3154;Gómez et al.;null;BE 1
3155;Gómez et al.;null;BE 1
3156;Gómez et al.;null;BE 1
3157;Gómez et al.;null;BE 1
3158;Gómez et al.;null;BE 1
3159;Gómez et al.;null;BE 1
3160;Gómez et al.;null;BE 1
3161;Gómez et al.;null;BE 1
3162;Gómez et al.;null;BE 1
3163;Gómez et al.;null;BE 1
3164;Gómez et al.;null;BE 1
3165;Gómez et al.;null;BE 1
3166;Gómez et al.;null;BE 1
3167;Gómez et al.;null;BE 1
3168;Gómez et al.;null;BE 1
3169;Gómez et al.;null;BE 1
3170;Gómez et al.;null;BE 1
3171;Gómez et al.;240.282;BE 1
3172;Gómez et al.;628.9;BE 1
3173;Gómez et al.;550.076;BE 1
3174;Gómez et al.;566.464;BE 1
3175;Gómez et al.;553.265;BE 1
3176;Gómez et al.;536.612;BE 1
3177;Gómez et al.;523.186;BE 1
3178;Gómez et al.;506.809;BE 1
3179;Gómez et al.;515.302;BE 1
3180;Gómez et al.;520.8;BE 1
3181;Gómez et al.;526.907;BE 1
3182;Gómez et al.;544.6;BE 1
3183;Gómez et al.;529.488;BE 1
3184;Gómez et al.;511.816;BE 1
3185;Gómez et al.;517.148;BE 1
3186;Gómez et al.;534.501;BE 1
3187;Gómez et al.;512.996;BE 1
3188;Gómez et al.;524.178;BE 1
3189;Gómez et al.;548.748;BE 1
3190;Gómez et al.;495.801;BE 1
3191;Gómez et al.;660.793;BE 1
3192;Gómez et al.;1973.877;BE 1
3193;Gómez et al.;2962.459;BE 1
3194;Gómez et al.;3928.749;BE 1
3195;Gómez et al.;4902.641;BE 1
3196;Gómez et al.;5855.053;BE 1
3197;Gómez et al.;6832.595;BE 1
3198;Gómez et al.;7839.344;BE 1
3199;Gómez et al.;8790.691;BE 1
3200;Gómez et al.;9749.611;BE 1
3201;Gómez et al.;10706.025;BE 1
3202;Gómez et al.;11558.334;BE 1
3203;Gómez et al.;12751.886;BE 1
3204;Gómez et al.;13654.974;BE 1
3205;Gómez et al.;13654.974;BE 1
3206;Gómez et al.;null;BE 1
3207;Gómez et al.;null;BE 1
3208;Gómez et al.;null;BE 1
3209;Gómez et al.;null;BE 1
3210;Gómez et al.;null;BE 1
3211;Gómez et al.;null;BE 1
3212;Gómez et al.;null;BE 1
3213;Gómez et al.;null;BE 1
3214;Gómez et al.;null;BE 1
3215;Gómez et al.;null;BE 1
3216;Gómez et al.;null;BE 1
3217;Gómez et al.;null;BE 1
3218;Gómez et al.;null;BE 1
3219;Gómez et al.;null;BE 1
3220;Gómez et al.;null;BE 1
3221;Gómez et al.;null;BE 1
3222;Gómez et al.;null;BE 1
3223;Gómez et al.;null;BE 1
3224;Gómez et al.;null;BE 1
3225;Gómez et al.;null;BE 1
3226;Gómez et al.;null;BE 1
3227;Gómez et al.;null;BE 1
3228;Gómez et al.;null;BE 1
3229;Gómez et al.;null;BE 1
3230;Gómez et al.;null;BE 1
3231;Gómez et al.;156.957;BE 1
3232;Gómez et al.;596.395;BE 1
3233;Gómez et al.;642.232;BE 1
3234;Gómez et al.;657.698;BE 1
3235;Gómez et al.;813.209;BE 1
3236;Gómez et al.;853.785;BE 1
3237;Gómez et al.;830.559;BE 1
3238;Gómez et al.;805.996;BE 1
3239;Gómez et al.;838.427;BE 1
3240;Gómez et al.;810.002;BE 1
3241;Gómez et al.;813.433;BE 1
3242;Gómez et al.;877.204;BE 1
3243;Gómez et al.;846.709;BE 1
3244;Gómez et al.;819.76;BE 1
3245;Gómez et al.;826.637;BE 1
3246;Gómez et al.;816.941;BE 1
3247;Gómez et al.;780.325;BE 1
3248;Gómez et al.;832.47;BE 1
3249;Gómez et al.;867.904;BE 1
3250;Gómez et al.;852.938;BE 1
3251;Gómez et al.;749.022;BE 1
3252;Gómez et al.;1812.542;BE 1
3253;Gómez et al.;2843.016;BE 1
3254;Gómez et al.;3809.991;BE 1
3255;Gómez et al.;4766.83;BE 1
3256;Gómez et al.;5638.223;BE 1
3257;Gómez et al.;5638.223;BE 1
3258;Gómez et al.;7996.376;BE 1
3259;Gómez et al.;8713.099;BE 1
3260;Gómez et al.;9752.183;BE 1
3261;Gómez et al.;10724.791;BE 1
3262;Gómez et al.;11692.741;BE 1
3263;Gómez et al.;12682.995;BE 1
3264;Gómez et al.;13633.46;BE 1
3265;Gómez et al.;14584.995;BE 1
3266;Gómez et al.;15558.51;BE 1
3267;Gómez et al.;16541.39;BE 1
3268;Gómez et al.;17512.128;BE 1
3269;Gómez et al.;18367.527;BE 1
3270;Gómez et al.;null;BE 1
3271;Gómez et al.;137.837;BE 1
3272;Gómez et al.;518.503;BE 1
3273;Gómez et al.;1820.616;BE 1
3274;Gómez et al.;2710.3450000000003;BE 1
3275;Gómez et al.;2855.33;BE 1
3276;Gómez et al.;1299.513;BE 1
3277;Gómez et al.;1269.795;BE 1
3278;Gómez et al.;1333.965;BE 1
3279;Gómez et al.;1363.998;BE 1
3280;Gómez et al.;1593.013;BE 1
3281;Gómez et al.;1678.885;BE 1
3282;Gómez et al.;1703.972;BE 1
3283;Gómez et al.;1758.5430000000001;BE 1
3284;Gómez et al.;1972.875;BE 1
3285;Gómez et al.;2575.7690000000002;BE 1
3286;Gómez et al.;3059.255;BE 1
3287;Gómez et al.;3462.174;BE 1
3288;Gómez et al.;2686.695;BE 1
3289;Gómez et al.;2118.561;BE 1
3290;Gómez et al.;2518.8;BE 1
3291;Gómez et al.;2704.4719999999998;BE 1
3292;Gómez et al.;3743.2619999999997;BE 1
3293;Gómez et al.;3743.2619999999997;BE 1
3294;Gómez et al.;4756.478;BE 1
3295;Gómez et al.;5409.614;BE 1
3296;Gómez et al.;6242.809;BE 1
3297;Gómez et al.;6423.871;BE 1
3298;Gómez et al.;1738.632;BE 1
3299;Gómez et al.;1048.119;BE 1
3300;Gómez et al.;1095.948;BE 1
3301;Gómez et al.;1165.748;BE 1
3302;Gómez et al.;1128.107;BE 1
3303;Gómez et al.;1145.755;BE 1
3304;Gómez et al.;1132.247;BE 1
3305;Gómez et al.;1100.395;BE 1
3306;Gómez et al.;1201.122;BE 1
3307;Gómez et al.;817.079;BE 1
3308;Gómez et al.;774.717;BE 1
3309;Gómez et al.;819.531;BE 1
3310;Gómez et al.;2143.548;BE 1
3311;Gómez et al.;3250.771;BE 1
3312;Gómez et al.;2689.889;BE 1
3313;Gómez et al.;709.04;BE 1
3314;Gómez et al.;390.827;BE 1
3315;Gómez et al.;392.619;BE 1
3316;Gómez et al.;394.597;BE 1
3317;Gómez et al.;393.943;BE 1
3318;Gómez et al.;416.556;BE 1
3319;Gómez et al.;376.812;BE 1
3320;Gómez et al.;374.705;BE 1
3321;Gómez et al.;483.173;BE 1
3322;Gómez et al.;998.638;BE 1
3323;Gómez et al.;1316.728;BE 1
3324;Gómez et al.;1286.138;BE 1
3325;Gómez et al.;498.832;BE 1
3326;Gómez et al.;389.696;BE 1
3327;Gómez et al.;395.55;BE 1
3328;Gómez et al.;387.065;BE 1
3329;Gómez et al.;334.189;BE 1
3330;Gómez et al.;334.602;BE 1
3331;Gómez et al.;607.732;BE 1
3332;Gómez et al.;1640.068;BE 1
3333;Gómez et al.;2569.2889999999998;BE 1
3334;Gómez et al.;3518.423;BE 1
3335;Gómez et al.;4261.919;BE 1
3336;Gómez et al.;5659.178;BE 1
3337;Gómez et al.;6604.112;BE 1
3338;Gómez et al.;7595.352;BE 1
3339;Gómez et al.;8585.257;BE 1
3340;Gómez et al.;9581.034;BE 1
3341;Gómez et al.;10582.843;BE 1
3342;Gómez et al.;11512.139;BE 1
3343;Gómez et al.;12547.956;BE 1
3344;Gómez et al.;13539.483;BE 1
3345;Gómez et al.;14529.647;BE 1
3346;Gómez et al.;15560.754;BE 1
3347;Gómez et al.;16528.063;BE 1
3348;Gómez et al.;17536.13;BE 1
3349;Gómez et al.;18313.105;BE 1
3350;Gómez et al.;19625.702;BE 1
3351;Gómez et al.;788.619;BE 1
3352;Gómez et al.;798.644;BE 1
3353;Gómez et al.;838.359;BE 1
3354;Gómez et al.;770.774;BE 1
3355;Gómez et al.;835.267;BE 1
3356;Gómez et al.;854.096;BE 1
3357;Gómez et al.;833.573;BE 1
3358;Gómez et al.;854.122;BE 1
3359;Gómez et al.;807.574;BE 1
3360;Gómez et al.;802.333;BE 1
3361;Gómez et al.;789.105;BE 1
3362;Gómez et al.;821.463;BE 1
3363;Gómez et al.;845.472;BE 1
3364;Gómez et al.;875.38;BE 1
3365;Gómez et al.;829.1;BE 1
3366;Gómez et al.;872.084;BE 1
3367;Gómez et al.;848.841;BE 1
3368;Gómez et al.;840.729;BE 1
3369;Gómez et al.;820.651;BE 1
3370;Gómez et al.;2044.232;BE 1
3371;Gómez et al.;1129.148;BE 1
3372;Gómez et al.;517.61;BE 1
3373;Gómez et al.;640.977;BE 1
3374;Gómez et al.;675.492;BE 1
3375;Gómez et al.;676.021;BE 1
3376;Gómez et al.;614.525;BE 1
3377;Gómez et al.;632.404;BE 1
3378;Gómez et al.;636.167;BE 1
3379;Gómez et al.;677.315;BE 1
3380;Gómez et al.;691.756;BE 1
3381;Gómez et al.;780.25;BE 1
3382;Gómez et al.;1391.458;BE 1
3383;Gómez et al.;1832.089;BE 1
3384;Gómez et al.;1932.931;BE 1
3385;Gómez et al.;890.181;BE 1
3386;Gómez et al.;664.217;BE 1
3387;Gómez et al.;607.596;BE 1
3388;Gómez et al.;640.613;BE 1
3389;Gómez et al.;645.171;BE 1
3390;Gómez et al.;1831.748;BE 1
3391;Gómez et al.;879.749;BE 1
3392;Gómez et al.;659.353;BE 1
3393;Gómez et al.;583.73;BE 1
3394;Gómez et al.;581.723;BE 1
3395;Gómez et al.;582.181;BE 1
3396;Gómez et al.;561.476;BE 1
3397;Gómez et al.;568.154;BE 1
3398;Gómez et al.;544.171;BE 1
3399;Gómez et al.;550.088;BE 1
3400;Gómez et al.;540.659;BE 1
3401;Gómez et al.;568.13;BE 1
3402;Gómez et al.;581.326;BE 1
3403;Gómez et al.;584.227;BE 1
3404;Gómez et al.;599.045;BE 1
3405;Gómez et al.;560.21;BE 1
3406;Gómez et al.;568.373;BE 1
3407;Gómez et al.;567.305;BE 1
3408;Gómez et al.;551.189;BE 1
3409;Gómez et al.;556.347;BE 1
3410;Gómez et al.;1776.413;BE 1
3411;Gómez et al.;1086.453;BE 1
3412;Gómez et al.;571.131;BE 1
3413;Gómez et al.;572.731;BE 1
3414;Gómez et al.;589.148;BE 1
3415;Gómez et al.;658.241;BE 1
3416;Gómez et al.;634.945;BE 1
3417;Gómez et al.;562.643;BE 1
3418;Gómez et al.;611.639;BE 1
3419;Gómez et al.;574.809;BE 1
3420;Gómez et al.;551.473;BE 1
3421;Gómez et al.;568.767;BE 1
3422;Gómez et al.;605.331;BE 1
3423;Gómez et al.;593.418;BE 1
3424;Gómez et al.;590.805;BE 1
3425;Gómez et al.;594.299;BE 1
3426;Gómez et al.;644.819;BE 1
3427;Gómez et al.;546.726;BE 1
3428;Gómez et al.;572.936;BE 1
3429;Gómez et al.;584.844;BE 1
3430;Gómez et al.;1828.884;BE 1
3431;Gómez et al.;950.611;BE 1
3432;Gómez et al.;657.687;BE 1
3433;Gómez et al.;677.543;BE 1
3434;Gómez et al.;607.251;BE 1
3435;Gómez et al.;607.61;BE 1
3436;Gómez et al.;612.037;BE 1
3437;Gómez et al.;604.962;BE 1
3438;Gómez et al.;599.97;BE 1
3439;Gómez et al.;585.083;BE 1
3440;Gómez et al.;512.538;BE 1
3441;Gómez et al.;492.605;BE 1
3442;Gómez et al.;1104.591;BE 1
3443;Gómez et al.;1422.113;BE 1
3444;Gómez et al.;1286.032;BE 1
