#;approach;queueing delay;slice
2401;Gómez et al.;null;BE 3
2402;Gómez et al.;null;BE 3
2403;Gómez et al.;null;BE 3
2404;Gómez et al.;null;BE 3
2405;Gómez et al.;null;BE 3
2406;Gómez et al.;null;BE 3
2407;Gómez et al.;null;BE 3
2408;Gómez et al.;null;BE 3
2409;Gómez et al.;null;BE 3
2410;Gómez et al.;null;BE 3
2411;Gómez et al.;null;BE 3
2412;Gómez et al.;null;BE 3
2413;Gómez et al.;null;BE 3
2414;Gómez et al.;null;BE 3
2415;Gómez et al.;null;BE 3
2416;Gómez et al.;null;BE 3
2417;Gómez et al.;null;BE 3
2418;Gómez et al.;null;BE 3
2419;Gómez et al.;null;BE 3
2420;Gómez et al.;null;BE 3
2421;Gómez et al.;null;BE 3
2422;Gómez et al.;null;BE 3
2423;Gómez et al.;null;BE 3
2424;Gómez et al.;null;BE 3
2425;Gómez et al.;null;BE 3
2426;Gómez et al.;null;BE 3
2427;Gómez et al.;null;BE 3
2428;Gómez et al.;null;BE 3
2429;Gómez et al.;null;BE 3
2430;Gómez et al.;null;BE 3
2431;Gómez et al.;null;BE 3
2432;Gómez et al.;null;BE 3
2433;Gómez et al.;null;BE 3
2434;Gómez et al.;null;BE 3
2435;Gómez et al.;null;BE 3
2436;Gómez et al.;null;BE 3
2437;Gómez et al.;null;BE 3
2438;Gómez et al.;null;BE 3
2439;Gómez et al.;null;BE 3
2440;Gómez et al.;null;BE 3
2441;Gómez et al.;null;BE 3
2442;Gómez et al.;null;BE 3
2443;Gómez et al.;null;BE 3
2444;Gómez et al.;null;BE 3
2445;Gómez et al.;null;BE 3
2446;Gómez et al.;null;BE 3
2447;Gómez et al.;null;BE 3
2448;Gómez et al.;null;BE 3
2449;Gómez et al.;null;BE 3
2450;Gómez et al.;null;BE 3
2451;Gómez et al.;null;BE 3
2452;Gómez et al.;null;BE 3
2453;Gómez et al.;null;BE 3
2454;Gómez et al.;null;BE 3
2455;Gómez et al.;null;BE 3
2456;Gómez et al.;null;BE 3
2457;Gómez et al.;null;BE 3
2458;Gómez et al.;null;BE 3
2459;Gómez et al.;null;BE 3
2460;Gómez et al.;null;BE 3
2461;Gómez et al.;null;BE 3
2462;Gómez et al.;null;BE 3
2463;Gómez et al.;null;BE 3
2464;Gómez et al.;null;BE 3
2465;Gómez et al.;null;BE 3
2466;Gómez et al.;null;BE 3
2467;Gómez et al.;null;BE 3
2468;Gómez et al.;null;BE 3
2469;Gómez et al.;null;BE 3
2470;Gómez et al.;null;BE 3
2471;Gómez et al.;null;BE 3
2472;Gómez et al.;null;BE 3
2473;Gómez et al.;null;BE 3
2474;Gómez et al.;null;BE 3
2475;Gómez et al.;null;BE 3
2476;Gómez et al.;null;BE 3
2477;Gómez et al.;null;BE 3
2478;Gómez et al.;null;BE 3
2479;Gómez et al.;null;BE 3
2480;Gómez et al.;null;BE 3
2481;Gómez et al.;null;BE 3
2482;Gómez et al.;null;BE 3
2483;Gómez et al.;null;BE 3
2484;Gómez et al.;null;BE 3
2485;Gómez et al.;null;BE 3
2486;Gómez et al.;null;BE 3
2487;Gómez et al.;null;BE 3
2488;Gómez et al.;null;BE 3
2489;Gómez et al.;null;BE 3
2490;Gómez et al.;null;BE 3
2491;Gómez et al.;null;BE 3
2492;Gómez et al.;null;BE 3
2493;Gómez et al.;null;BE 3
2494;Gómez et al.;null;BE 3
2495;Gómez et al.;null;BE 3
2496;Gómez et al.;null;BE 3
2497;Gómez et al.;null;BE 3
2498;Gómez et al.;null;BE 3
2499;Gómez et al.;null;BE 3
2500;Gómez et al.;null;BE 3
2501;Gómez et al.;null;BE 3
2502;Gómez et al.;null;BE 3
2503;Gómez et al.;null;BE 3
2504;Gómez et al.;null;BE 3
2505;Gómez et al.;null;BE 3
2506;Gómez et al.;null;BE 3
2507;Gómez et al.;null;BE 3
2508;Gómez et al.;null;BE 3
2509;Gómez et al.;null;BE 3
2510;Gómez et al.;null;BE 3
2511;Gómez et al.;null;BE 3
2512;Gómez et al.;null;BE 3
2513;Gómez et al.;null;BE 3
2514;Gómez et al.;null;BE 3
2515;Gómez et al.;null;BE 3
2516;Gómez et al.;null;BE 3
2517;Gómez et al.;null;BE 3
2518;Gómez et al.;null;BE 3
2519;Gómez et al.;null;BE 3
2520;Gómez et al.;null;BE 3
2521;Gómez et al.;null;BE 3
2522;Gómez et al.;null;BE 3
2523;Gómez et al.;null;BE 3
2524;Gómez et al.;null;BE 3
2525;Gómez et al.;null;BE 3
2526;Gómez et al.;null;BE 3
2527;Gómez et al.;null;BE 3
2528;Gómez et al.;null;BE 3
2529;Gómez et al.;null;BE 3
2530;Gómez et al.;null;BE 3
2531;Gómez et al.;null;BE 3
2532;Gómez et al.;null;BE 3
2533;Gómez et al.;null;BE 3
2534;Gómez et al.;null;BE 3
2535;Gómez et al.;null;BE 3
2536;Gómez et al.;null;BE 3
2537;Gómez et al.;null;BE 3
2538;Gómez et al.;null;BE 3
2539;Gómez et al.;null;BE 3
2540;Gómez et al.;null;BE 3
2541;Gómez et al.;null;BE 3
2542;Gómez et al.;null;BE 3
2543;Gómez et al.;null;BE 3
2544;Gómez et al.;null;BE 3
2545;Gómez et al.;null;BE 3
2546;Gómez et al.;null;BE 3
2547;Gómez et al.;null;BE 3
2548;Gómez et al.;null;BE 3
2549;Gómez et al.;null;BE 3
2550;Gómez et al.;null;BE 3
2551;Gómez et al.;null;BE 3
2552;Gómez et al.;null;BE 3
2553;Gómez et al.;null;BE 3
2554;Gómez et al.;null;BE 3
2555;Gómez et al.;null;BE 3
2556;Gómez et al.;null;BE 3
2557;Gómez et al.;null;BE 3
2558;Gómez et al.;null;BE 3
2559;Gómez et al.;null;BE 3
2560;Gómez et al.;null;BE 3
2561;Gómez et al.;null;BE 3
2562;Gómez et al.;null;BE 3
2563;Gómez et al.;null;BE 3
2564;Gómez et al.;null;BE 3
2565;Gómez et al.;null;BE 3
2566;Gómez et al.;null;BE 3
2567;Gómez et al.;null;BE 3
2568;Gómez et al.;null;BE 3
2569;Gómez et al.;null;BE 3
2570;Gómez et al.;null;BE 3
2571;Gómez et al.;null;BE 3
2572;Gómez et al.;null;BE 3
2573;Gómez et al.;null;BE 3
2574;Gómez et al.;null;BE 3
2575;Gómez et al.;null;BE 3
2576;Gómez et al.;null;BE 3
2577;Gómez et al.;null;BE 3
2578;Gómez et al.;null;BE 3
2579;Gómez et al.;null;BE 3
2580;Gómez et al.;null;BE 3
2581;Gómez et al.;null;BE 3
2582;Gómez et al.;null;BE 3
2583;Gómez et al.;null;BE 3
2584;Gómez et al.;null;BE 3
2585;Gómez et al.;null;BE 3
2586;Gómez et al.;null;BE 3
2587;Gómez et al.;null;BE 3
2588;Gómez et al.;null;BE 3
2589;Gómez et al.;null;BE 3
2590;Gómez et al.;null;BE 3
2591;Gómez et al.;null;BE 3
2592;Gómez et al.;null;BE 3
2593;Gómez et al.;null;BE 3
2594;Gómez et al.;null;BE 3
2595;Gómez et al.;null;BE 3
2596;Gómez et al.;null;BE 3
2597;Gómez et al.;null;BE 3
2598;Gómez et al.;null;BE 3
2599;Gómez et al.;null;BE 3
2600;Gómez et al.;null;BE 3
2601;Gómez et al.;null;BE 3
2602;Gómez et al.;null;BE 3
2603;Gómez et al.;null;BE 3
2604;Gómez et al.;null;BE 3
2605;Gómez et al.;null;BE 3
2606;Gómez et al.;null;BE 3
2607;Gómez et al.;null;BE 3
2608;Gómez et al.;null;BE 3
2609;Gómez et al.;null;BE 3
2610;Gómez et al.;null;BE 3
2611;Gómez et al.;null;BE 3
2612;Gómez et al.;null;BE 3
2613;Gómez et al.;null;BE 3
2614;Gómez et al.;null;BE 3
2615;Gómez et al.;null;BE 3
2616;Gómez et al.;null;BE 3
2617;Gómez et al.;null;BE 3
2618;Gómez et al.;null;BE 3
2619;Gómez et al.;null;BE 3
2620;Gómez et al.;null;BE 3
2621;Gómez et al.;null;BE 3
2622;Gómez et al.;null;BE 3
2623;Gómez et al.;null;BE 3
2624;Gómez et al.;null;BE 3
2625;Gómez et al.;null;BE 3
2626;Gómez et al.;null;BE 3
2627;Gómez et al.;null;BE 3
2628;Gómez et al.;null;BE 3
2629;Gómez et al.;null;BE 3
2630;Gómez et al.;null;BE 3
2631;Gómez et al.;null;BE 3
2632;Gómez et al.;null;BE 3
2633;Gómez et al.;null;BE 3
2634;Gómez et al.;null;BE 3
2635;Gómez et al.;null;BE 3
2636;Gómez et al.;null;BE 3
2637;Gómez et al.;null;BE 3
2638;Gómez et al.;null;BE 3
2639;Gómez et al.;null;BE 3
2640;Gómez et al.;null;BE 3
2641;Gómez et al.;null;BE 3
2642;Gómez et al.;null;BE 3
2643;Gómez et al.;null;BE 3
2644;Gómez et al.;null;BE 3
2645;Gómez et al.;null;BE 3
2646;Gómez et al.;null;BE 3
2647;Gómez et al.;null;BE 3
2648;Gómez et al.;null;BE 3
2649;Gómez et al.;null;BE 3
2650;Gómez et al.;null;BE 3
2651;Gómez et al.;null;BE 3
2652;Gómez et al.;null;BE 3
2653;Gómez et al.;null;BE 3
2654;Gómez et al.;null;BE 3
2655;Gómez et al.;null;BE 3
2656;Gómez et al.;null;BE 3
2657;Gómez et al.;null;BE 3
2658;Gómez et al.;null;BE 3
2659;Gómez et al.;null;BE 3
2660;Gómez et al.;null;BE 3
2661;Gómez et al.;null;BE 3
2662;Gómez et al.;null;BE 3
2663;Gómez et al.;null;BE 3
2664;Gómez et al.;null;BE 3
2665;Gómez et al.;null;BE 3
2666;Gómez et al.;null;BE 3
2667;Gómez et al.;null;BE 3
2668;Gómez et al.;null;BE 3
2669;Gómez et al.;null;BE 3
2670;Gómez et al.;null;BE 3
2671;Gómez et al.;null;BE 3
2672;Gómez et al.;null;BE 3
2673;Gómez et al.;null;BE 3
2674;Gómez et al.;null;BE 3
2675;Gómez et al.;null;BE 3
2676;Gómez et al.;null;BE 3
2677;Gómez et al.;null;BE 3
2678;Gómez et al.;null;BE 3
2679;Gómez et al.;null;BE 3
2680;Gómez et al.;null;BE 3
2681;Gómez et al.;null;BE 3
2682;Gómez et al.;null;BE 3
2683;Gómez et al.;null;BE 3
2684;Gómez et al.;null;BE 3
2685;Gómez et al.;null;BE 3
2686;Gómez et al.;null;BE 3
2687;Gómez et al.;null;BE 3
2688;Gómez et al.;null;BE 3
2689;Gómez et al.;null;BE 3
2690;Gómez et al.;null;BE 3
2691;Gómez et al.;null;BE 3
2692;Gómez et al.;null;BE 3
2693;Gómez et al.;null;BE 3
2694;Gómez et al.;null;BE 3
2695;Gómez et al.;null;BE 3
2696;Gómez et al.;null;BE 3
2697;Gómez et al.;null;BE 3
2698;Gómez et al.;null;BE 3
2699;Gómez et al.;null;BE 3
2700;Gómez et al.;null;BE 3
2701;Gómez et al.;null;BE 3
2702;Gómez et al.;null;BE 3
2703;Gómez et al.;null;BE 3
2704;Gómez et al.;null;BE 3
2705;Gómez et al.;null;BE 3
2706;Gómez et al.;null;BE 3
2707;Gómez et al.;null;BE 3
2708;Gómez et al.;null;BE 3
2709;Gómez et al.;null;BE 3
2710;Gómez et al.;null;BE 3
2711;Gómez et al.;null;BE 3
2712;Gómez et al.;null;BE 3
2713;Gómez et al.;null;BE 3
2714;Gómez et al.;null;BE 3
2715;Gómez et al.;null;BE 3
2716;Gómez et al.;null;BE 3
2717;Gómez et al.;null;BE 3
2718;Gómez et al.;null;BE 3
2719;Gómez et al.;null;BE 3
2720;Gómez et al.;null;BE 3
2721;Gómez et al.;null;BE 3
2722;Gómez et al.;null;BE 3
2723;Gómez et al.;null;BE 3
2724;Gómez et al.;null;BE 3
2725;Gómez et al.;null;BE 3
2726;Gómez et al.;null;BE 3
2727;Gómez et al.;null;BE 3
2728;Gómez et al.;null;BE 3
2729;Gómez et al.;null;BE 3
2730;Gómez et al.;null;BE 3
2731;Gómez et al.;null;BE 3
2732;Gómez et al.;null;BE 3
2733;Gómez et al.;null;BE 3
2734;Gómez et al.;null;BE 3
2735;Gómez et al.;null;BE 3
2736;Gómez et al.;null;BE 3
2737;Gómez et al.;null;BE 3
2738;Gómez et al.;null;BE 3
2739;Gómez et al.;null;BE 3
2740;Gómez et al.;null;BE 3
2741;Gómez et al.;null;BE 3
2742;Gómez et al.;null;BE 3
2743;Gómez et al.;null;BE 3
2744;Gómez et al.;null;BE 3
2745;Gómez et al.;null;BE 3
2746;Gómez et al.;null;BE 3
2747;Gómez et al.;null;BE 3
2748;Gómez et al.;null;BE 3
2749;Gómez et al.;null;BE 3
2750;Gómez et al.;null;BE 3
2751;Gómez et al.;null;BE 3
2752;Gómez et al.;null;BE 3
2753;Gómez et al.;null;BE 3
2754;Gómez et al.;null;BE 3
2755;Gómez et al.;null;BE 3
2756;Gómez et al.;null;BE 3
2757;Gómez et al.;null;BE 3
2758;Gómez et al.;null;BE 3
2759;Gómez et al.;null;BE 3
2760;Gómez et al.;null;BE 3
2761;Gómez et al.;null;BE 3
2762;Gómez et al.;null;BE 3
2763;Gómez et al.;null;BE 3
2764;Gómez et al.;null;BE 3
2765;Gómez et al.;null;BE 3
2766;Gómez et al.;null;BE 3
2767;Gómez et al.;null;BE 3
2768;Gómez et al.;null;BE 3
2769;Gómez et al.;null;BE 3
2770;Gómez et al.;null;BE 3
2771;Gómez et al.;null;BE 3
2772;Gómez et al.;null;BE 3
2773;Gómez et al.;null;BE 3
2774;Gómez et al.;null;BE 3
2775;Gómez et al.;null;BE 3
2776;Gómez et al.;null;BE 3
2777;Gómez et al.;null;BE 3
2778;Gómez et al.;null;BE 3
2779;Gómez et al.;null;BE 3
2780;Gómez et al.;null;BE 3
2781;Gómez et al.;null;BE 3
2782;Gómez et al.;null;BE 3
2783;Gómez et al.;null;BE 3
2784;Gómez et al.;null;BE 3
2785;Gómez et al.;null;BE 3
2786;Gómez et al.;null;BE 3
2787;Gómez et al.;null;BE 3
2788;Gómez et al.;null;BE 3
2789;Gómez et al.;null;BE 3
2790;Gómez et al.;null;BE 3
2791;Gómez et al.;null;BE 3
2792;Gómez et al.;null;BE 3
2793;Gómez et al.;null;BE 3
2794;Gómez et al.;null;BE 3
2795;Gómez et al.;null;BE 3
2796;Gómez et al.;null;BE 3
2797;Gómez et al.;null;BE 3
2798;Gómez et al.;null;BE 3
2799;Gómez et al.;null;BE 3
2800;Gómez et al.;null;BE 3
2801;Gómez et al.;null;BE 3
2802;Gómez et al.;null;BE 3
2803;Gómez et al.;null;BE 3
2804;Gómez et al.;null;BE 3
2805;Gómez et al.;null;BE 3
2806;Gómez et al.;null;BE 3
2807;Gómez et al.;null;BE 3
2808;Gómez et al.;null;BE 3
2809;Gómez et al.;null;BE 3
2810;Gómez et al.;null;BE 3
2811;Gómez et al.;null;BE 3
2812;Gómez et al.;null;BE 3
2813;Gómez et al.;null;BE 3
2814;Gómez et al.;null;BE 3
2815;Gómez et al.;null;BE 3
2816;Gómez et al.;null;BE 3
2817;Gómez et al.;null;BE 3
2818;Gómez et al.;null;BE 3
2819;Gómez et al.;null;BE 3
2820;Gómez et al.;null;BE 3
2821;Gómez et al.;null;BE 3
2822;Gómez et al.;null;BE 3
2823;Gómez et al.;null;BE 3
2824;Gómez et al.;null;BE 3
2825;Gómez et al.;null;BE 3
2826;Gómez et al.;null;BE 3
2827;Gómez et al.;null;BE 3
2828;Gómez et al.;null;BE 3
2829;Gómez et al.;null;BE 3
2830;Gómez et al.;null;BE 3
2831;Gómez et al.;null;BE 3
2832;Gómez et al.;null;BE 3
2833;Gómez et al.;null;BE 3
2834;Gómez et al.;null;BE 3
2835;Gómez et al.;null;BE 3
2836;Gómez et al.;null;BE 3
2837;Gómez et al.;null;BE 3
2838;Gómez et al.;null;BE 3
2839;Gómez et al.;null;BE 3
2840;Gómez et al.;null;BE 3
2841;Gómez et al.;null;BE 3
2842;Gómez et al.;null;BE 3
2843;Gómez et al.;null;BE 3
2844;Gómez et al.;null;BE 3
2845;Gómez et al.;null;BE 3
2846;Gómez et al.;null;BE 3
2847;Gómez et al.;null;BE 3
2848;Gómez et al.;null;BE 3
2849;Gómez et al.;null;BE 3
2850;Gómez et al.;null;BE 3
2851;Gómez et al.;null;BE 3
2852;Gómez et al.;null;BE 3
2853;Gómez et al.;null;BE 3
2854;Gómez et al.;null;BE 3
2855;Gómez et al.;null;BE 3
2856;Gómez et al.;null;BE 3
2857;Gómez et al.;null;BE 3
2858;Gómez et al.;null;BE 3
2859;Gómez et al.;null;BE 3
2860;Gómez et al.;null;BE 3
2861;Gómez et al.;null;BE 3
2862;Gómez et al.;null;BE 3
2863;Gómez et al.;null;BE 3
2864;Gómez et al.;null;BE 3
2865;Gómez et al.;null;BE 3
2866;Gómez et al.;null;BE 3
2867;Gómez et al.;null;BE 3
2868;Gómez et al.;null;BE 3
2869;Gómez et al.;null;BE 3
2870;Gómez et al.;null;BE 3
2871;Gómez et al.;null;BE 3
2872;Gómez et al.;null;BE 3
2873;Gómez et al.;null;BE 3
2874;Gómez et al.;null;BE 3
2875;Gómez et al.;null;BE 3
2876;Gómez et al.;null;BE 3
2877;Gómez et al.;null;BE 3
2878;Gómez et al.;null;BE 3
2879;Gómez et al.;null;BE 3
2880;Gómez et al.;null;BE 3
2881;Gómez et al.;null;BE 3
2882;Gómez et al.;null;BE 3
2883;Gómez et al.;null;BE 3
2884;Gómez et al.;null;BE 3
2885;Gómez et al.;null;BE 3
2886;Gómez et al.;null;BE 3
2887;Gómez et al.;null;BE 3
2888;Gómez et al.;null;BE 3
2889;Gómez et al.;null;BE 3
2890;Gómez et al.;null;BE 3
2891;Gómez et al.;null;BE 3
2892;Gómez et al.;null;BE 3
2893;Gómez et al.;null;BE 3
2894;Gómez et al.;null;BE 3
2895;Gómez et al.;null;BE 3
2896;Gómez et al.;null;BE 3
2897;Gómez et al.;null;BE 3
2898;Gómez et al.;null;BE 3
2899;Gómez et al.;null;BE 3
2900;Gómez et al.;null;BE 3
2901;Gómez et al.;null;BE 3
2902;Gómez et al.;null;BE 3
2903;Gómez et al.;null;BE 3
2904;Gómez et al.;null;BE 3
2905;Gómez et al.;null;BE 3
2906;Gómez et al.;null;BE 3
2907;Gómez et al.;null;BE 3
2908;Gómez et al.;null;BE 3
2909;Gómez et al.;null;BE 3
2910;Gómez et al.;null;BE 3
2911;Gómez et al.;null;BE 3
2912;Gómez et al.;null;BE 3
2913;Gómez et al.;null;BE 3
2914;Gómez et al.;null;BE 3
2915;Gómez et al.;null;BE 3
2916;Gómez et al.;null;BE 3
2917;Gómez et al.;null;BE 3
2918;Gómez et al.;null;BE 3
2919;Gómez et al.;null;BE 3
2920;Gómez et al.;null;BE 3
2921;Gómez et al.;null;BE 3
2922;Gómez et al.;null;BE 3
2923;Gómez et al.;null;BE 3
2924;Gómez et al.;null;BE 3
2925;Gómez et al.;null;BE 3
2926;Gómez et al.;null;BE 3
2927;Gómez et al.;null;BE 3
2928;Gómez et al.;null;BE 3
2929;Gómez et al.;null;BE 3
2930;Gómez et al.;null;BE 3
2931;Gómez et al.;null;BE 3
2932;Gómez et al.;null;BE 3
2933;Gómez et al.;null;BE 3
2934;Gómez et al.;null;BE 3
2935;Gómez et al.;null;BE 3
2936;Gómez et al.;null;BE 3
2937;Gómez et al.;null;BE 3
2938;Gómez et al.;null;BE 3
2939;Gómez et al.;null;BE 3
2940;Gómez et al.;null;BE 3
2941;Gómez et al.;null;BE 3
2942;Gómez et al.;null;BE 3
2943;Gómez et al.;null;BE 3
2944;Gómez et al.;null;BE 3
2945;Gómez et al.;null;BE 3
2946;Gómez et al.;null;BE 3
2947;Gómez et al.;null;BE 3
2948;Gómez et al.;null;BE 3
2949;Gómez et al.;null;BE 3
2950;Gómez et al.;null;BE 3
2951;Gómez et al.;null;BE 3
2952;Gómez et al.;null;BE 3
2953;Gómez et al.;null;BE 3
2954;Gómez et al.;null;BE 3
2955;Gómez et al.;null;BE 3
2956;Gómez et al.;null;BE 3
2957;Gómez et al.;null;BE 3
2958;Gómez et al.;null;BE 3
2959;Gómez et al.;null;BE 3
2960;Gómez et al.;null;BE 3
2961;Gómez et al.;null;BE 3
2962;Gómez et al.;null;BE 3
2963;Gómez et al.;null;BE 3
2964;Gómez et al.;null;BE 3
2965;Gómez et al.;null;BE 3
2966;Gómez et al.;null;BE 3
2967;Gómez et al.;null;BE 3
2968;Gómez et al.;null;BE 3
2969;Gómez et al.;null;BE 3
2970;Gómez et al.;null;BE 3
2971;Gómez et al.;null;BE 3
2972;Gómez et al.;null;BE 3
2973;Gómez et al.;null;BE 3
2974;Gómez et al.;null;BE 3
2975;Gómez et al.;null;BE 3
2976;Gómez et al.;null;BE 3
2977;Gómez et al.;null;BE 3
2978;Gómez et al.;null;BE 3
2979;Gómez et al.;null;BE 3
2980;Gómez et al.;null;BE 3
2981;Gómez et al.;null;BE 3
2982;Gómez et al.;null;BE 3
2983;Gómez et al.;null;BE 3
2984;Gómez et al.;null;BE 3
2985;Gómez et al.;null;BE 3
2986;Gómez et al.;null;BE 3
2987;Gómez et al.;null;BE 3
2988;Gómez et al.;null;BE 3
2989;Gómez et al.;null;BE 3
2990;Gómez et al.;null;BE 3
2991;Gómez et al.;null;BE 3
2992;Gómez et al.;null;BE 3
2993;Gómez et al.;null;BE 3
2994;Gómez et al.;null;BE 3
2995;Gómez et al.;null;BE 3
2996;Gómez et al.;null;BE 3
2997;Gómez et al.;null;BE 3
2998;Gómez et al.;null;BE 3
2999;Gómez et al.;null;BE 3
3000;Gómez et al.;null;BE 3
3001;Gómez et al.;null;BE 3
3002;Gómez et al.;null;BE 3
3003;Gómez et al.;null;BE 3
3004;Gómez et al.;null;BE 3
3005;Gómez et al.;null;BE 3
3006;Gómez et al.;null;BE 3
3007;Gómez et al.;null;BE 3
3008;Gómez et al.;null;BE 3
3009;Gómez et al.;null;BE 3
3010;Gómez et al.;null;BE 3
3011;Gómez et al.;58.25;BE 3
3012;Gómez et al.;308.942;BE 3
3013;Gómez et al.;350.917;BE 3
3014;Gómez et al.;350.531;BE 3
3015;Gómez et al.;347.37;BE 3
3016;Gómez et al.;347.721;BE 3
3017;Gómez et al.;750.29;BE 3
3018;Gómez et al.;431.374;BE 3
3019;Gómez et al.;546.348;BE 3
3020;Gómez et al.;1643.25;BE 3
3021;Gómez et al.;2604.073;BE 3
3022;Gómez et al.;3583.304;BE 3
3023;Gómez et al.;4494.624;BE 3
3024;Gómez et al.;5679.872;BE 3
3025;Gómez et al.;6627.5380000000005;BE 3
3026;Gómez et al.;null;BE 3
3027;Gómez et al.;7379.178;BE 3
3028;Gómez et al.;9322.059;BE 3
3029;Gómez et al.;3857.2039999999997;BE 3
3030;Gómez et al.;259.119;BE 3
3031;Gómez et al.;272.63;BE 3
3032;Gómez et al.;260.585;BE 3
3033;Gómez et al.;null;BE 3
3034;Gómez et al.;260.853;BE 3
3035;Gómez et al.;256.555;BE 3
3036;Gómez et al.;247.36;BE 3
3037;Gómez et al.;300.343;BE 3
3038;Gómez et al.;1237.054;BE 3
3039;Gómez et al.;348.656;BE 3
3040;Gómez et al.;172.871;BE 3
3041;Gómez et al.;156.935;BE 3
3042;Gómez et al.;116.632;BE 3
3043;Gómez et al.;269.389;BE 3
3044;Gómez et al.;514.614;BE 3
3045;Gómez et al.;618.783;BE 3
3046;Gómez et al.;null;BE 3
3047;Gómez et al.;510.277;BE 3
3048;Gómez et al.;525.95;BE 3
3049;Gómez et al.;532.556;BE 3
3050;Gómez et al.;493.124;BE 3
3051;Gómez et al.;514.002;BE 3
3052;Gómez et al.;510.87;BE 3
3053;Gómez et al.;532.401;BE 3
3054;Gómez et al.;548.813;BE 3
3055;Gómez et al.;470.4;BE 3
3056;Gómez et al.;70.831;BE 3
3057;Gómez et al.;163.057;BE 3
3058;Gómez et al.;null;BE 3
3059;Gómez et al.;83.596;BE 3
3060;Gómez et al.;177.348;BE 3
3061;Gómez et al.;418.154;BE 3
3062;Gómez et al.;445.984;BE 3
3063;Gómez et al.;488.955;BE 3
3064;Gómez et al.;477.414;BE 3
3065;Gómez et al.;492.242;BE 3
3066;Gómez et al.;491.891;BE 3
3067;Gómez et al.;493.954;BE 3
3068;Gómez et al.;476.684;BE 3
3069;Gómez et al.;491.549;BE 3
3070;Gómez et al.;486.263;BE 3
3071;Gómez et al.;488.23;BE 3
3072;Gómez et al.;504.42;BE 3
3073;Gómez et al.;493.31;BE 3
3074;Gómez et al.;null;BE 3
3075;Gómez et al.;495.365;BE 3
3076;Gómez et al.;483.017;BE 3
3077;Gómez et al.;739.76;BE 3
3078;Gómez et al.;1534.38;BE 3
3079;Gómez et al.;1416.743;BE 3
3080;Gómez et al.;927.154;BE 3
3081;Gómez et al.;731.17;BE 3
3082;Gómez et al.;694.87;BE 3
3083;Gómez et al.;722.485;BE 3
3084;Gómez et al.;702.628;BE 3
3085;Gómez et al.;693.625;BE 3
3086;Gómez et al.;721.845;BE 3
3087;Gómez et al.;696.005;BE 3
3088;Gómez et al.;688.438;BE 3
3089;Gómez et al.;687.422;BE 3
3090;Gómez et al.;719.582;BE 3
3091;Gómez et al.;null;BE 3
3092;Gómez et al.;740.07;BE 3
3093;Gómez et al.;755.303;BE 3
3094;Gómez et al.;740.777;BE 3
3095;Gómez et al.;728.734;BE 3
3096;Gómez et al.;683.563;BE 3
3097;Gómez et al.;766.451;BE 3
3098;Gómez et al.;1878.7179999999998;BE 3
3099;Gómez et al.;2825.438;BE 3
3100;Gómez et al.;4040.311;BE 3
3101;Gómez et al.;2460.401;BE 3
3102;Gómez et al.;1190.887;BE 3
3103;Gómez et al.;1157.559;BE 3
3104;Gómez et al.;1262.5430000000001;BE 3
3105;Gómez et al.;1229.551;BE 3
3106;Gómez et al.;null;BE 3
3107;Gómez et al.;1220.035;BE 3
3108;Gómez et al.;1256.995;BE 3
3109;Gómez et al.;1261.436;BE 3
3110;Gómez et al.;798.384;BE 3
3111;Gómez et al.;216.901;BE 3
3112;Gómez et al.;26.912;BE 3
3113;Gómez et al.;0.055;BE 3
3114;Gómez et al.;0.06;BE 3
3115;Gómez et al.;0.076;BE 3
3116;Gómez et al.;0.049;BE 3
3117;Gómez et al.;163.633;BE 3
3118;Gómez et al.;null;BE 3
3119;Gómez et al.;124.114;BE 3
3120;Gómez et al.;338.935;BE 3
3121;Gómez et al.;378.372;BE 3
3122;Gómez et al.;349.109;BE 3
3123;Gómez et al.;331.291;BE 3
3124;Gómez et al.;328.594;BE 3
3125;Gómez et al.;359.686;BE 3
3126;Gómez et al.;346.8;BE 3
3127;Gómez et al.;361.386;BE 3
3128;Gómez et al.;359.209;BE 3
3129;Gómez et al.;340.145;BE 3
3130;Gómez et al.;null;BE 3
3131;Gómez et al.;null;BE 3
3132;Gómez et al.;null;BE 3
3133;Gómez et al.;null;BE 3
3134;Gómez et al.;null;BE 3
3135;Gómez et al.;null;BE 3
3136;Gómez et al.;null;BE 3
3137;Gómez et al.;null;BE 3
3138;Gómez et al.;null;BE 3
3139;Gómez et al.;null;BE 3
3140;Gómez et al.;null;BE 3
3141;Gómez et al.;null;BE 3
3142;Gómez et al.;null;BE 3
3143;Gómez et al.;null;BE 3
3144;Gómez et al.;null;BE 3
3145;Gómez et al.;null;BE 3
3146;Gómez et al.;null;BE 3
3147;Gómez et al.;null;BE 3
3148;Gómez et al.;null;BE 3
3149;Gómez et al.;null;BE 3
3150;Gómez et al.;null;BE 3
3151;Gómez et al.;null;BE 3
3152;Gómez et al.;null;BE 3
3153;Gómez et al.;null;BE 3
3154;Gómez et al.;null;BE 3
3155;Gómez et al.;null;BE 3
3156;Gómez et al.;null;BE 3
3157;Gómez et al.;null;BE 3
3158;Gómez et al.;null;BE 3
3159;Gómez et al.;null;BE 3
3160;Gómez et al.;null;BE 3
3161;Gómez et al.;null;BE 3
3162;Gómez et al.;null;BE 3
